,Date_Time,Usage_kWh,Lagging_Current_Reactive.Power_kVarh,Leading_Current_Reactive_Power_kVarh,CO2(tCO2),Lagging_Current_Power_Factor,Leading_Current_Power_Factor,NSM,WeekStatus,Day_Of_Week,Load_Type,Hour,DayOfWeek
4630,2018-02-18 05:45:00,3.64,4.39,0.0,0.0,63.83,100.0,20700,Weekend,Sunday,Light_Load,5,6
4631,2018-02-18 06:00:00,3.6,4.18,0.0,0.0,65.26,100.0,21600,Weekend,Sunday,Light_Load,6,6
4632,2018-02-18 06:15:00,3.06,3.42,0.0,0.0,66.68,100.0,22500,Weekend,Sunday,Light_Load,6,6
4633,2018-02-18 06:30:00,3.28,3.78,0.0,0.0,65.54,100.0,23400,Weekend,Sunday,Light_Load,6,6
4634,2018-02-18 06:45:00,3.82,4.82,0.0,0.0,62.11,100.0,24300,Weekend,Sunday,Light_Load,6,6
4635,2018-02-18 07:00:00,3.35,4.03,0.0,0.0,63.92,100.0,25200,Weekend,Sunday,Light_Load,7,6
4636,2018-02-18 07:15:00,3.13,3.49,0.0,0.0,66.77,100.0,26100,Weekend,Sunday,Light_Load,7,6
4637,2018-02-18 07:30:00,3.06,3.6,0.0,0.0,64.76,100.0,27000,Weekend,Sunday,Light_Load,7,6
4638,2018-02-18 07:45:00,3.1,3.71,0.0,0.0,64.12,100.0,27900,Weekend,Sunday,Light_Load,7,6
4639,2018-02-18 08:00:00,3.06,3.82,0.0,0.0,62.52,100.0,28800,Weekend,Sunday,Light_Load,8,6
4640,2018-02-18 08:15:00,3.13,4.07,0.0,0.0,60.96,100.0,29700,Weekend,Sunday,Light_Load,8,6
4641,2018-02-18 08:30:00,3.2,4.32,0.0,0.0,59.52,100.0,30600,Weekend,Sunday,Light_Load,8,6
4642,2018-02-18 08:45:00,3.74,5.65,0.32,0.0,55.2,99.64,31500,Weekend,Sunday,Light_Load,8,6
4643,2018-02-18 09:00:00,4.46,0.0,19.69,0.0,100.0,22.09,32400,Weekend,Sunday,Light_Load,9,6
4644,2018-02-18 09:15:00,4.03,0.0,23.36,0.0,100.0,17.0,33300,Weekend,Sunday,Light_Load,9,6
4645,2018-02-18 09:30:00,3.46,0.0,16.92,0.0,100.0,20.03,34200,Weekend,Sunday,Light_Load,9,6
4646,2018-02-18 09:45:00,3.49,0.0,16.99,0.0,100.0,20.12,35100,Weekend,Sunday,Light_Load,9,6
4647,2018-02-18 10:00:00,3.53,0.0,16.88,0.0,100.0,20.47,36000,Weekend,Sunday,Light_Load,10,6
4648,2018-02-18 10:15:00,3.49,0.0,16.92,0.0,100.0,20.2,36900,Weekend,Sunday,Light_Load,10,6
4649,2018-02-18 10:30:00,3.42,0.0,17.06,0.0,100.0,19.66,37800,Weekend,Sunday,Light_Load,10,6
4650,2018-02-18 10:45:00,3.42,0.0,17.03,0.0,100.0,19.69,38700,Weekend,Sunday,Light_Load,10,6
4651,2018-02-18 11:00:00,3.49,0.0,16.96,0.0,100.0,20.16,39600,Weekend,Sunday,Light_Load,11,6
4652,2018-02-18 11:15:00,3.28,0.0,5.44,0.0,100.0,51.63,40500,Weekend,Sunday,Light_Load,11,6
4653,2018-02-18 11:30:00,3.78,0.0,6.77,0.0,100.0,48.75,41400,Weekend,Sunday,Light_Load,11,6
4654,2018-02-18 11:45:00,3.85,0.0,6.95,0.0,100.0,48.46,42300,Weekend,Sunday,Light_Load,11,6
4655,2018-02-18 12:00:00,3.35,0.0,4.46,0.0,100.0,60.06,43200,Weekend,Sunday,Light_Load,12,6
4656,2018-02-18 12:15:00,3.85,0.0,16.85,0.0,100.0,22.27,44100,Weekend,Sunday,Light_Load,12,6
4657,2018-02-18 12:30:00,4.18,0.0,23.26,0.0,100.0,17.69,45000,Weekend,Sunday,Light_Load,12,6
4658,2018-02-18 12:45:00,3.46,0.0,16.6,0.0,100.0,20.4,45900,Weekend,Sunday,Light_Load,12,6
4659,2018-02-18 13:00:00,3.49,0.0,16.63,0.0,100.0,20.54,46800,Weekend,Sunday,Light_Load,13,6
4660,2018-02-18 13:15:00,3.42,0.0,16.7,0.0,100.0,20.06,47700,Weekend,Sunday,Light_Load,13,6
4661,2018-02-18 13:30:00,3.42,0.0,16.92,0.0,100.0,19.81,48600,Weekend,Sunday,Light_Load,13,6
4662,2018-02-18 13:45:00,3.46,0.0,16.92,0.0,100.0,20.03,49500,Weekend,Sunday,Light_Load,13,6
4663,2018-02-18 14:00:00,3.78,0.0,20.84,0.0,100.0,17.85,50400,Weekend,Sunday,Light_Load,14,6
4664,2018-02-18 14:15:00,4.21,0.0,25.74,0.0,100.0,16.14,51300,Weekend,Sunday,Light_Load,14,6
4665,2018-02-18 14:30:00,3.49,0.0,17.53,0.0,100.0,19.53,52200,Weekend,Sunday,Light_Load,14,6
4666,2018-02-18 14:45:00,3.42,0.0,16.74,0.0,100.0,20.02,53100,Weekend,Sunday,Light_Load,14,6
4667,2018-02-18 15:00:00,3.53,0.0,16.7,0.0,100.0,20.68,54000,Weekend,Sunday,Light_Load,15,6
4668,2018-02-18 15:15:00,3.46,0.0,16.7,0.0,100.0,20.29,54900,Weekend,Sunday,Light_Load,15,6
4669,2018-02-18 15:30:00,3.38,0.0,16.85,0.0,100.0,19.67,55800,Weekend,Sunday,Light_Load,15,6
4670,2018-02-18 15:45:00,4.28,0.0,24.8,0.0,100.0,17.01,56700,Weekend,Sunday,Light_Load,15,6
4671,2018-02-18 16:00:00,3.92,0.0,21.1,0.0,100.0,18.27,57600,Weekend,Sunday,Light_Load,16,6
4672,2018-02-18 16:15:00,3.64,0.0,16.13,0.0,100.0,22.01,58500,Weekend,Sunday,Light_Load,16,6
4673,2018-02-18 16:30:00,3.6,0.0,16.16,0.0,100.0,21.74,59400,Weekend,Sunday,Light_Load,16,6
4674,2018-02-18 16:45:00,4.28,0.0,24.59,0.0,100.0,17.15,60300,Weekend,Sunday,Light_Load,16,6
4675,2018-02-18 17:00:00,3.85,0.0,19.66,0.0,100.0,19.22,61200,Weekend,Sunday,Light_Load,17,6
4676,2018-02-18 17:15:00,3.56,0.0,16.16,0.0,100.0,21.51,62100,Weekend,Sunday,Light_Load,17,6
4677,2018-02-18 17:30:00,3.6,0.0,16.13,0.0,100.0,21.78,63000,Weekend,Sunday,Light_Load,17,6
4678,2018-02-18 17:45:00,3.53,0.0,16.24,0.0,100.0,21.24,63900,Weekend,Sunday,Light_Load,17,6
4679,2018-02-18 18:00:00,3.53,0.0,16.24,0.0,100.0,21.24,64800,Weekend,Sunday,Light_Load,18,6
4680,2018-02-18 18:15:00,3.42,0.0,5.18,0.0,100.0,55.1,65700,Weekend,Sunday,Light_Load,18,6
4681,2018-02-18 18:30:00,3.38,0.0,4.28,0.0,100.0,61.98,66600,Weekend,Sunday,Light_Load,18,6
4682,2018-02-18 18:45:00,3.56,0.0,13.79,0.0,100.0,25.0,67500,Weekend,Sunday,Light_Load,18,6
4683,2018-02-18 19:00:00,3.71,0.0,18.29,0.0,100.0,19.88,68400,Weekend,Sunday,Light_Load,19,6
4684,2018-02-18 19:15:00,4.28,0.0,25.31,0.0,100.0,16.67,69300,Weekend,Sunday,Light_Load,19,6
4685,2018-02-18 19:30:00,4.32,0.0,25.06,0.0,100.0,16.99,70200,Weekend,Sunday,Light_Load,19,6
4686,2018-02-18 19:45:00,3.85,0.0,20.27,0.0,100.0,18.66,71100,Weekend,Sunday,Light_Load,19,6
4687,2018-02-18 20:00:00,3.53,0.0,16.74,0.0,100.0,20.63,72000,Weekend,Sunday,Light_Load,20,6
4688,2018-02-18 20:15:00,3.56,0.0,16.67,0.0,100.0,20.88,72900,Weekend,Sunday,Light_Load,20,6
4689,2018-02-18 20:30:00,3.53,0.0,16.67,0.0,100.0,20.72,73800,Weekend,Sunday,Light_Load,20,6
4690,2018-02-18 20:45:00,3.53,0.0,16.56,0.0,100.0,20.85,74700,Weekend,Sunday,Light_Load,20,6
4691,2018-02-18 21:00:00,3.56,0.0,16.6,0.0,100.0,20.97,75600,Weekend,Sunday,Light_Load,21,6
4692,2018-02-18 21:15:00,3.56,0.0,16.45,0.0,100.0,21.15,76500,Weekend,Sunday,Light_Load,21,6
4693,2018-02-18 21:30:00,3.96,0.0,19.94,0.0,100.0,19.48,77400,Weekend,Sunday,Light_Load,21,6
4694,2018-02-18 21:45:00,4.32,0.0,24.95,0.0,100.0,17.06,78300,Weekend,Sunday,Light_Load,21,6
4695,2018-02-18 22:00:00,3.64,0.0,17.68,0.0,100.0,20.17,79200,Weekend,Sunday,Light_Load,22,6
4696,2018-02-18 22:15:00,3.6,2.16,9.54,0.0,85.75,35.31,80100,Weekend,Sunday,Light_Load,22,6
4697,2018-02-18 22:30:00,4.07,6.84,0.0,0.0,51.14,100.0,81000,Weekend,Sunday,Light_Load,22,6
4698,2018-02-18 22:45:00,3.31,4.79,0.0,0.0,56.85,100.0,81900,Weekend,Sunday,Light_Load,22,6
4699,2018-02-18 23:00:00,3.24,4.64,0.0,0.0,57.25,100.0,82800,Weekend,Sunday,Light_Load,23,6
4700,2018-02-18 23:15:00,3.24,4.43,0.0,0.0,59.03,100.0,83700,Weekend,Sunday,Light_Load,23,6
4701,2018-02-18 23:30:00,3.17,4.39,0.0,0.0,58.54,100.0,84600,Weekend,Sunday,Light_Load,23,6
4702,2018-02-18 23:45:00,3.24,4.54,0.0,0.0,58.09,100.0,85500,Weekend,Sunday,Light_Load,23,6
4703,2018-02-18 00:00:00,3.53,5.4,0.0,0.0,54.72,100.0,0,Weekend,Sunday,Light_Load,0,6
4704,2018-02-19 00:15:00,3.96,6.44,0.0,0.0,52.38,100.0,900,Weekday,Monday,Light_Load,0,0
4705,2018-02-19 00:30:00,3.35,5.0,0.0,0.0,55.66,100.0,1800,Weekday,Monday,Light_Load,0,0
4706,2018-02-19 00:45:00,3.28,4.86,0.0,0.0,55.94,100.0,2700,Weekday,Monday,Light_Load,0,0
4707,2018-02-19 01:00:00,3.28,5.0,0.0,0.0,54.85,100.0,3600,Weekday,Monday,Light_Load,1,0
4708,2018-02-19 01:15:00,3.28,5.04,0.0,0.0,54.55,100.0,4500,Weekday,Monday,Light_Load,1,0
4709,2018-02-19 01:30:00,3.38,5.15,0.0,0.0,54.87,100.0,5400,Weekday,Monday,Light_Load,1,0
4710,2018-02-19 01:45:00,4.07,7.2,0.0,0.0,49.21,100.0,6300,Weekday,Monday,Light_Load,1,0
4711,2018-02-19 02:00:00,3.38,5.11,0.0,0.0,55.17,100.0,7200,Weekday,Monday,Light_Load,2,0
4712,2018-02-19 02:15:00,3.24,4.93,0.0,0.0,54.92,100.0,8100,Weekday,Monday,Light_Load,2,0
4713,2018-02-19 02:30:00,3.56,5.87,0.0,0.0,51.86,100.0,9000,Weekday,Monday,Light_Load,2,0
4714,2018-02-19 02:45:00,4.0,7.13,0.0,0.0,48.93,100.0,9900,Weekday,Monday,Light_Load,2,0
4715,2018-02-19 03:00:00,3.42,5.47,0.0,0.0,53.01,100.0,10800,Weekday,Monday,Light_Load,3,0
4716,2018-02-19 03:15:00,3.28,4.86,0.0,0.0,55.94,100.0,11700,Weekday,Monday,Light_Load,3,0
4717,2018-02-19 03:30:00,3.28,4.86,0.0,0.0,55.94,100.0,12600,Weekday,Monday,Light_Load,3,0
4718,2018-02-19 03:45:00,3.24,4.75,0.0,0.0,56.35,100.0,13500,Weekday,Monday,Light_Load,3,0
4719,2018-02-19 04:00:00,3.31,4.79,0.0,0.0,56.85,100.0,14400,Weekday,Monday,Light_Load,4,0
4720,2018-02-19 04:15:00,3.24,4.68,0.0,0.0,56.92,100.0,15300,Weekday,Monday,Light_Load,4,0
4721,2018-02-19 04:30:00,3.24,4.5,0.0,0.0,58.43,100.0,16200,Weekday,Monday,Light_Load,4,0
4722,2018-02-19 04:45:00,3.6,5.47,0.0,0.0,54.98,100.0,17100,Weekday,Monday,Light_Load,4,0
4723,2018-02-19 05:00:00,4.25,6.37,0.0,0.0,55.5,100.0,18000,Weekday,Monday,Light_Load,5,0
4724,2018-02-19 05:15:00,3.96,6.34,0.0,0.0,52.98,100.0,18900,Weekday,Monday,Light_Load,5,0
4725,2018-02-19 05:30:00,3.28,4.54,0.0,0.0,58.56,100.0,19800,Weekday,Monday,Light_Load,5,0
4726,2018-02-19 05:45:00,3.24,4.46,0.0,0.0,58.77,100.0,20700,Weekday,Monday,Light_Load,5,0
4727,2018-02-19 06:00:00,3.2,4.39,0.0,0.0,58.9,100.0,21600,Weekday,Monday,Light_Load,6,0
4728,2018-02-19 06:15:00,3.2,4.39,0.0,0.0,58.9,100.0,22500,Weekday,Monday,Light_Load,6,0
4729,2018-02-19 06:30:00,3.46,4.5,0.0,0.0,60.95,100.0,23400,Weekday,Monday,Light_Load,6,0
4730,2018-02-19 06:45:00,3.38,4.54,0.0,0.0,59.72,100.0,24300,Weekday,Monday,Light_Load,6,0
4731,2018-02-19 07:00:00,3.35,4.64,0.0,0.0,58.54,100.0,25200,Weekday,Monday,Light_Load,7,0
4732,2018-02-19 07:15:00,3.28,4.39,0.0,0.0,59.85,100.0,26100,Weekday,Monday,Light_Load,7,0
4733,2018-02-19 07:30:00,5.0,6.01,0.0,0.0,63.96,100.0,27000,Weekday,Monday,Light_Load,7,0
4734,2018-02-19 07:45:00,6.12,5.9,0.0,0.0,71.99,100.0,27900,Weekday,Monday,Light_Load,7,0
4735,2018-02-19 08:00:00,8.14,5.65,0.0,0.0,82.15,100.0,28800,Weekday,Monday,Light_Load,8,0
4736,2018-02-19 08:15:00,37.04,26.71,0.0,0.02,81.11,100.0,29700,Weekday,Monday,Light_Load,8,0
4737,2018-02-19 08:30:00,59.0,45.86,0.0,0.03,78.95,100.0,30600,Weekday,Monday,Light_Load,8,0
4738,2018-02-19 08:45:00,74.48,58.32,0.0,0.03,78.73,100.0,31500,Weekday,Monday,Light_Load,8,0
4739,2018-02-19 09:00:00,66.96,25.67,0.0,0.03,93.37,100.0,32400,Weekday,Monday,Light_Load,9,0
4740,2018-02-19 09:15:00,62.1,18.94,0.0,0.03,95.65,100.0,33300,Weekday,Monday,Medium_Load,9,0
4741,2018-02-19 09:30:00,76.14,28.69,0.0,0.03,93.58,100.0,34200,Weekday,Monday,Medium_Load,9,0
4742,2018-02-19 09:45:00,59.54,16.27,0.0,0.03,96.46,100.0,35100,Weekday,Monday,Medium_Load,9,0
4743,2018-02-19 10:00:00,75.28,27.68,0.0,0.03,93.86,100.0,36000,Weekday,Monday,Medium_Load,10,0
4744,2018-02-19 10:15:00,54.61,11.48,0.0,0.03,97.86,100.0,36900,Weekday,Monday,Maximum_Load,10,0
4745,2018-02-19 10:30:00,76.14,30.46,0.0,0.03,92.85,100.0,37800,Weekday,Monday,Maximum_Load,10,0
4746,2018-02-19 10:45:00,64.76,19.91,0.0,0.03,95.58,100.0,38700,Weekday,Monday,Maximum_Load,10,0
4747,2018-02-19 11:00:00,67.25,28.01,0.0,0.03,92.31,100.0,39600,Weekday,Monday,Maximum_Load,11,0
4748,2018-02-19 11:15:00,76.61,45.58,0.0,0.04,85.94,100.0,40500,Weekday,Monday,Maximum_Load,11,0
4749,2018-02-19 11:30:00,61.49,33.84,0.0,0.03,87.61,100.0,41400,Weekday,Monday,Maximum_Load,11,0
4750,2018-02-19 11:45:00,89.32,40.32,0.0,0.04,91.14,100.0,42300,Weekday,Monday,Maximum_Load,11,0
4751,2018-02-19 12:00:00,58.28,30.28,0.04,0.03,88.74,100.0,43200,Weekday,Monday,Maximum_Load,12,0
4752,2018-02-19 12:15:00,6.95,0.0,20.34,0.0,100.0,32.33,44100,Weekday,Monday,Medium_Load,12,0
4753,2018-02-19 12:30:00,7.31,0.0,25.67,0.0,100.0,27.39,45000,Weekday,Monday,Medium_Load,12,0
4754,2018-02-19 12:45:00,7.34,0.0,25.2,0.0,100.0,27.96,45900,Weekday,Monday,Medium_Load,12,0
4755,2018-02-19 13:00:00,8.64,0.0,21.89,0.0,100.0,36.71,46800,Weekday,Monday,Medium_Load,13,0
4756,2018-02-19 13:15:00,61.67,22.43,1.73,0.03,93.98,99.96,47700,Weekday,Monday,Medium_Load,13,0
4757,2018-02-19 13:30:00,60.3,17.86,0.0,0.03,95.88,100.0,48600,Weekday,Monday,Medium_Load,13,0
4758,2018-02-19 13:45:00,53.75,15.8,0.0,0.02,95.94,100.0,49500,Weekday,Monday,Medium_Load,13,0
4759,2018-02-19 14:00:00,70.56,28.91,0.0,0.03,92.53,100.0,50400,Weekday,Monday,Medium_Load,14,0
4760,2018-02-19 14:15:00,57.64,24.01,0.0,0.03,92.31,100.0,51300,Weekday,Monday,Medium_Load,14,0
4761,2018-02-19 14:30:00,58.54,31.18,0.0,0.03,88.26,100.0,52200,Weekday,Monday,Medium_Load,14,0
4762,2018-02-19 14:45:00,78.77,43.78,0.0,0.04,87.41,100.0,53100,Weekday,Monday,Medium_Load,14,0
4763,2018-02-19 15:00:00,59.51,24.23,0.0,0.03,92.62,100.0,54000,Weekday,Monday,Medium_Load,15,0
4764,2018-02-19 15:15:00,58.07,24.12,0.0,0.03,92.35,100.0,54900,Weekday,Monday,Medium_Load,15,0
4765,2018-02-19 15:30:00,70.96,32.58,0.0,0.03,90.88,100.0,55800,Weekday,Monday,Medium_Load,15,0
4766,2018-02-19 15:45:00,63.5,30.17,0.0,0.03,90.32,100.0,56700,Weekday,Monday,Medium_Load,15,0
4767,2018-02-19 16:00:00,63.83,32.47,0.0,0.03,89.13,100.0,57600,Weekday,Monday,Medium_Load,16,0
4768,2018-02-19 16:15:00,71.53,35.39,0.0,0.03,89.63,100.0,58500,Weekday,Monday,Medium_Load,16,0
4769,2018-02-19 16:30:00,72.61,34.96,0.0,0.03,90.1,100.0,59400,Weekday,Monday,Medium_Load,16,0
4770,2018-02-19 16:45:00,82.51,34.06,0.0,0.04,92.43,100.0,60300,Weekday,Monday,Medium_Load,16,0
4771,2018-02-19 17:00:00,91.73,34.42,0.0,0.04,93.63,100.0,61200,Weekday,Monday,Medium_Load,17,0
4772,2018-02-19 17:15:00,87.19,27.07,0.0,0.04,95.5,100.0,62100,Weekday,Monday,Maximum_Load,17,0
4773,2018-02-19 17:30:00,78.73,24.01,0.04,0.04,95.65,100.0,63000,Weekday,Monday,Maximum_Load,17,0
4774,2018-02-19 17:45:00,44.78,2.2,1.76,0.02,99.88,99.92,63900,Weekday,Monday,Maximum_Load,17,0
4775,2018-02-19 18:00:00,41.83,2.2,1.73,0.02,99.86,99.91,64800,Weekday,Monday,Maximum_Load,18,0
4776,2018-02-19 18:15:00,54.76,30.02,0.11,0.03,87.69,100.0,65700,Weekday,Monday,Maximum_Load,18,0
4777,2018-02-19 18:30:00,60.7,39.28,0.0,0.03,83.95,100.0,66600,Weekday,Monday,Maximum_Load,18,0
4778,2018-02-19 18:45:00,67.97,31.46,0.0,0.03,90.75,100.0,67500,Weekday,Monday,Maximum_Load,18,0
4779,2018-02-19 19:00:00,60.84,21.28,0.0,0.03,94.39,100.0,68400,Weekday,Monday,Maximum_Load,19,0
4780,2018-02-19 19:15:00,58.18,22.43,0.0,0.03,93.31,100.0,69300,Weekday,Monday,Maximum_Load,19,0
4781,2018-02-19 19:30:00,64.87,25.88,0.0,0.03,92.88,100.0,70200,Weekday,Monday,Maximum_Load,19,0
4782,2018-02-19 19:45:00,67.61,23.83,0.0,0.03,94.31,100.0,71100,Weekday,Monday,Maximum_Load,19,0
4783,2018-02-19 20:00:00,100.98,33.84,0.0,0.05,94.82,100.0,72000,Weekday,Monday,Maximum_Load,20,0
4784,2018-02-19 20:15:00,77.8,29.99,0.0,0.04,93.31,100.0,72900,Weekday,Monday,Medium_Load,20,0
4785,2018-02-19 20:30:00,55.76,14.58,0.0,0.03,96.75,100.0,73800,Weekday,Monday,Medium_Load,20,0
4786,2018-02-19 20:45:00,50.62,13.57,0.07,0.02,96.59,100.0,74700,Weekday,Monday,Medium_Load,20,0
4787,2018-02-19 21:00:00,58.93,7.42,0.22,0.03,99.22,100.0,75600,Weekday,Monday,Medium_Load,21,0
4788,2018-02-19 21:15:00,69.48,10.94,0.29,0.03,98.78,100.0,76500,Weekday,Monday,Medium_Load,21,0
4789,2018-02-19 21:30:00,56.59,6.05,0.9,0.03,99.43,99.99,77400,Weekday,Monday,Medium_Load,21,0
4790,2018-02-19 21:45:00,66.96,8.89,1.51,0.03,99.13,99.97,78300,Weekday,Monday,Medium_Load,21,0
4791,2018-02-19 22:00:00,73.66,10.26,0.54,0.03,99.04,100.0,79200,Weekday,Monday,Medium_Load,22,0
4792,2018-02-19 22:15:00,92.38,28.58,0.0,0.04,95.53,100.0,80100,Weekday,Monday,Maximum_Load,22,0
4793,2018-02-19 22:30:00,83.41,44.68,0.0,0.04,88.15,100.0,81000,Weekday,Monday,Maximum_Load,22,0
4794,2018-02-19 22:45:00,87.52,44.17,0.0,0.04,89.27,100.0,81900,Weekday,Monday,Maximum_Load,22,0
4795,2018-02-19 23:00:00,78.55,40.82,0.0,0.04,88.73,100.0,82800,Weekday,Monday,Maximum_Load,23,0
4796,2018-02-19 23:15:00,84.2,43.67,0.0,0.04,88.77,100.0,83700,Weekday,Monday,Light_Load,23,0
4797,2018-02-19 23:30:00,84.6,43.02,0.0,0.04,89.14,100.0,84600,Weekday,Monday,Light_Load,23,0
4798,2018-02-19 23:45:00,79.52,39.82,0.0,0.04,89.42,100.0,85500,Weekday,Monday,Light_Load,23,0
4799,2018-02-19 00:00:00,103.1,47.88,0.0,0.05,90.7,100.0,0,Weekday,Monday,Light_Load,0,0
4800,2018-02-20 00:15:00,81.83,40.46,0.0,0.04,89.64,100.0,900,Weekday,Tuesday,Light_Load,0,1
4801,2018-02-20 00:30:00,98.32,47.2,0.0,0.05,90.15,100.0,1800,Weekday,Tuesday,Light_Load,0,1
4802,2018-02-20 00:45:00,73.12,39.17,0.0,0.03,88.15,100.0,2700,Weekday,Tuesday,Light_Load,0,1
4803,2018-02-20 01:00:00,102.64,49.21,0.0,0.05,90.17,100.0,3600,Weekday,Tuesday,Light_Load,1,1
4804,2018-02-20 01:15:00,70.45,37.15,0.0,0.03,88.46,100.0,4500,Weekday,Tuesday,Light_Load,1,1
4805,2018-02-20 01:30:00,10.62,7.81,0.0,0.0,80.56,100.0,5400,Weekday,Tuesday,Light_Load,1,1
4806,2018-02-20 01:45:00,6.41,5.51,0.0,0.0,75.83,100.0,6300,Weekday,Tuesday,Light_Load,1,1
4807,2018-02-20 02:00:00,5.87,5.4,0.0,0.0,73.6,100.0,7200,Weekday,Tuesday,Light_Load,2,1
4808,2018-02-20 02:15:00,5.83,5.08,0.0,0.0,75.39,100.0,8100,Weekday,Tuesday,Light_Load,2,1
4809,2018-02-20 02:30:00,5.83,5.15,0.0,0.0,74.95,100.0,9000,Weekday,Tuesday,Light_Load,2,1
4810,2018-02-20 02:45:00,5.9,5.26,0.0,0.0,74.64,100.0,9900,Weekday,Tuesday,Light_Load,2,1
4811,2018-02-20 03:00:00,5.83,5.04,0.0,0.0,75.65,100.0,10800,Weekday,Tuesday,Light_Load,3,1
4812,2018-02-20 03:15:00,5.76,5.29,0.0,0.0,73.65,100.0,11700,Weekday,Tuesday,Light_Load,3,1
4813,2018-02-20 03:30:00,5.83,5.15,0.0,0.0,74.95,100.0,12600,Weekday,Tuesday,Light_Load,3,1
4814,2018-02-20 03:45:00,5.83,5.33,0.0,0.0,73.8,100.0,13500,Weekday,Tuesday,Light_Load,3,1
4815,2018-02-20 04:00:00,6.16,5.65,0.0,0.0,73.7,100.0,14400,Weekday,Tuesday,Light_Load,4,1
4816,2018-02-20 04:15:00,5.83,5.44,0.0,0.0,73.11,100.0,15300,Weekday,Tuesday,Light_Load,4,1
4817,2018-02-20 04:30:00,5.83,5.22,0.0,0.0,74.5,100.0,16200,Weekday,Tuesday,Light_Load,4,1
4818,2018-02-20 04:45:00,5.72,4.93,0.0,0.0,75.75,100.0,17100,Weekday,Tuesday,Light_Load,4,1
4819,2018-02-20 05:00:00,5.83,5.18,0.0,0.0,74.76,100.0,18000,Weekday,Tuesday,Light_Load,5,1
4820,2018-02-20 05:15:00,5.83,5.04,0.0,0.0,75.65,100.0,18900,Weekday,Tuesday,Light_Load,5,1
4821,2018-02-20 05:30:00,5.87,5.4,0.0,0.0,73.6,100.0,19800,Weekday,Tuesday,Light_Load,5,1
4822,2018-02-20 05:45:00,5.8,5.26,0.0,0.0,74.07,100.0,20700,Weekday,Tuesday,Light_Load,5,1
4823,2018-02-20 06:00:00,5.8,5.33,0.0,0.0,73.63,100.0,21600,Weekday,Tuesday,Light_Load,6,1
4824,2018-02-20 06:15:00,4.97,5.54,0.0,0.0,66.78,100.0,22500,Weekday,Tuesday,Light_Load,6,1
4825,2018-02-20 06:30:00,4.72,5.58,0.0,0.0,64.58,100.0,23400,Weekday,Tuesday,Light_Load,6,1
4826,2018-02-20 06:45:00,4.68,5.54,0.0,0.0,64.53,100.0,24300,Weekday,Tuesday,Light_Load,6,1
4827,2018-02-20 07:00:00,4.68,5.44,0.0,0.0,65.22,100.0,25200,Weekday,Tuesday,Light_Load,7,1
4828,2018-02-20 07:15:00,4.68,5.69,0.0,0.0,63.52,100.0,26100,Weekday,Tuesday,Light_Load,7,1
4829,2018-02-20 07:30:00,5.47,5.51,0.0,0.0,70.45,100.0,27000,Weekday,Tuesday,Light_Load,7,1
4830,2018-02-20 07:45:00,6.95,5.87,0.0,0.0,76.4,100.0,27900,Weekday,Tuesday,Light_Load,7,1
4831,2018-02-20 08:00:00,6.84,4.64,0.0,0.0,82.76,100.0,28800,Weekday,Tuesday,Light_Load,8,1
4832,2018-02-20 08:15:00,46.94,31.43,0.0,0.02,83.09,100.0,29700,Weekday,Tuesday,Light_Load,8,1
4833,2018-02-20 08:30:00,58.39,39.38,0.0,0.03,82.91,100.0,30600,Weekday,Tuesday,Light_Load,8,1
4834,2018-02-20 08:45:00,74.45,58.72,0.0,0.03,78.52,100.0,31500,Weekday,Tuesday,Light_Load,8,1
4835,2018-02-20 09:00:00,75.31,29.7,0.0,0.03,93.03,100.0,32400,Weekday,Tuesday,Light_Load,9,1
4837,2018-02-20 09:30:00,84.17,36.32,0.0,0.04,91.82,100.0,34200,Weekday,Tuesday,Medium_Load,9,1
4838,2018-02-20 09:45:00,116.82,44.39,0.0,0.05,93.48,100.0,35100,Weekday,Tuesday,Medium_Load,9,1
4839,2018-02-20 10:00:00,104.36,44.71,0.0,0.05,91.92,100.0,36000,Weekday,Tuesday,Medium_Load,10,1
4841,2018-02-20 10:30:00,87.8,22.1,0.0,0.04,96.98,100.0,37800,Weekday,Tuesday,Maximum_Load,10,1
4842,2018-02-20 10:45:00,116.53,32.29,0.0,0.05,96.37,100.0,38700,Weekday,Tuesday,Maximum_Load,10,1
4843,2018-02-20 11:00:00,61.24,11.88,0.0,0.03,98.17,100.0,39600,Weekday,Tuesday,Maximum_Load,11,1
4844,2018-02-20 11:15:00,106.45,44.46,0.0,0.05,92.28,100.0,40500,Weekday,Tuesday,Maximum_Load,11,1
4845,2018-02-20 11:30:00,120.6,51.88,0.0,0.06,91.86,100.0,41400,Weekday,Tuesday,Maximum_Load,11,1
4846,2018-02-20 11:45:00,52.52,26.89,0.0,0.02,89.01,100.0,42300,Weekday,Tuesday,Maximum_Load,11,1
4847,2018-02-20 12:00:00,88.2,38.16,0.0,0.04,91.78,100.0,43200,Weekday,Tuesday,Maximum_Load,12,1
4848,2018-02-20 12:15:00,12.42,2.56,19.26,0.01,97.94,54.19,44100,Weekday,Tuesday,Medium_Load,12,1
4849,2018-02-20 12:30:00,7.42,0.0,25.81,0.0,100.0,27.63,45000,Weekday,Tuesday,Medium_Load,12,1
4850,2018-02-20 12:45:00,7.38,0.0,25.34,0.0,100.0,27.96,45900,Weekday,Tuesday,Medium_Load,12,1
